Customer,Phone,Personnummer,BankAccount,Street,PostalCode,City
Kerstin Persson,08-726 50 50,780628-1619,SE8902XZAS22158117574887,Ringgatan 475,12585,Helsingborg
Kerstin Persson,08-726 50 50,780628-1619,SE8902ARJI52424267786590,Ringgatan 475,12585,Helsingborg
Filippa Hallberg,08-05 42 91,460327-4996,SE8902PZDL59107473276443,Nygatan 513,22695,Örebro
Filippa Hallberg,08-05 42 91,460327-4996,SE8902PEZC68306534625963,Nygatan 513,22695,Örebro
Maj Hammar,08-987 29 10,380222-3051,SE8902PDPB59162046614533,Furuvägen 576,49096,Västerås
Maj Hammar,08-987 29 10,380222-3051,SE8902GYOM68592348894619,Furuvägen 576,49096,Västerås
Kristina Andreasson Larsson,08-54 44 24,381123-2937,SE8902ZBRA01455414601958,Industrivägen 8,86480,Norrköping
Helene Englund,036 14 17 41,420409-4124,SE8902QZNU18414720978758,Nyvägen 1,20687,Västerås
Klara Robertsson,08-960 721 45,480314-7307,SE8902FXEO42999261877496,Ängstorget 866,51673,Sundsvall
Klara Robertsson,08-960 721 45,480314-7307,SE8902YFAI41572077231677,Ängstorget 866,51673,Sundsvall
Klara Robertsson,08-960 721 45,480314-7307,SE8902VUUX56420531096812,Ängstorget 866,51673,Sundsvall
Jenny Vikström,069-387 67 60,851104-3807,SE8902TEYP63912424658963,Industrigränd 99,58953,Uppsala
Ebba Svanberg,08-12 56 20,720217-9342,SE8902JPEZ29549435970218,Industrigatan 129,55528,Trollhättan
